time,x1,x2,u1
0.0,1.0,-0.2,0.2
0.1,0.964,-0.22400000000000003,0.23991734831790193
0.2,0.9315117348317901,-0.24244330606728395,0.2794991246393186
0.30000000000000004,0.9028057134170676,-0.2560190302772452,0.31849142120060814
0.4,0.8780611045782661,-0.26537794637512224,0.3566436215685828
0.5,0.857372786841984,-0.27113124156753127,0.3937100042099304
0.6000000000000001,0.8407583764638952,-0.27384966900015545,0.42945131494151473
0.7000000000000001,0.8281651993794784,-0.2740630650156756,0.46363629820296914
0.8,0.8194771760233421,-0.27226019720511996,0.4960431773563214
0.9,0.8145215909416309,-0.26888891116357344,0.5264610745433609
1.0,0.8130757218652158,-0.264356545724199,0.5546913610180098
1.1,0.8148733054344721,-0.25903058826156145,0.5805489293156059
1.2000000000000002,0.8196108190877289,-0.2532395434171203,0.6038633791209052
1.3,0.8269535607629406,-0.24727399029912975,0.6244801092485719
1.4000000000000001,0.8365415100333498,-0.24138780484041222,0.6422613087504068
1.5,0.8479949561198235,-0.23579952555642636,0.6570868408087345
1.6,0.8609198799113899,-0.23069384242998978,0.6688550137611007
1.7000000000000002,0.8749130786966451,-0.22622319005641617,0.6774832343233274
1.8,0.8895670237765987,-0.22250942751323788,0.6829085388314302
1.9000000000000001,0.9044744425076188,-0.21964558867261919,0.6850879991030936
2.0,0.9192326176238138,-0.21769768785334068,0.6839990003213297
2.1,0.9334473979227269,-0.21670656681487752,0.6796393891614996
2.2,0.9467369155767775,-0.2166897701312149,0.6720274912128019
2.3000000000000003,0.9587350064644894,-0.21764343694973237,0.661201997581329
2.4000000000000004,0.9690943310080641,-0.21954419804422778,0.6472217213985192
2.5,0.9774891940640551,-0.2223510679147097,0.6301652257909154
2.6,0.9836180634474077,-0.226007322473952,0.6101303256892883
2.7,0.987205787680524,-0.23044235359609516,0.5872334666621064
2.8000000000000003,0.9880055145518261,-0.23557349248998857,0.5616089847448932
2.9000000000000004,0.9858003130450432,-0.24130779450368517,0.5334082519981629
3.0,0.980404502162763,-0.24754377857067916,0.5027987132575109
3.1,0.9716646911163491,-0.25417311507715573,0.4699628202353625
3.2,0.9594605362890589,-0.26108225646661465,0.4350968697904216
3.3000000000000003,0.9437052212992095,-0.26815400540745543,0.39840975379379695
