time,case_id,q_heater,T_amb,h_amb,Pr,air_flow_L_min,TP1,TP2,TP3,TP4,TP5,TP6,TW1,TW2,TW3,massFlowRate,case_status
0.0,salt_test_1,232.3,295.0,7.5,31.7,37.0,454.9156724969901,454.9383521058748,455.01951466943586,454.9267905899351,455.05575382424956,455.1484626610697,457.4319856943412,457.8967707704472,456.54851976429757,0.0,success
0.5496487483293064,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.0270311988582,455.0447483319537,454.9947421458669,455.02301574567,454.9862782913405,455.1306989991059,457.52935802115866,457.9961334404608,456.4383967438712,0.0004420350606264018,success
1.4980421195515283,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.1129153823043,455.11831700356817,455.00544955461663,454.93677728663283,455.01559866672903,454.8292269365591,457.65627285400984,457.962259946177,456.5206603877451,0.0012017354021807058,success
2.7033166398556796,salt_test_1,232.3,295.0,7.5,31.7,37.0,454.88475880119466,454.96884849628253,454.99120361154047,454.8596474498693,454.9854499523362,454.89669175471283,457.4146365058181,457.8886924433997,456.50811191765695,0.0021617129688294256,success
4.098055993781027,salt_test_1,232.3,295.0,7.5,31.7,37.0,454.9857866757602,454.9435552245591,455.1341511514929,455.0557184716003,455.0162906849929,455.01448951692174,457.5105913538704,458.1256210186351,456.4452845564397,0.003264929945603523,success
5.667538063572374,salt_test_1,232.3,295.0,7.5,31.7,37.0,454.95412375270024,455.00515927778076,454.89261924594376,455.0028886557418,454.95669022977864,455.0104565221627,457.506863180915,458.02381017851275,456.4160262750664,0.004496546805207436,success
7.370283150548476,salt_test_1,232.3,295.0,7.5,31.7,37.0,454.8669843687581,454.98851795413515,454.8457135184121,454.99353474744385,455.04005641856725,454.9914058640808,457.4510829346063,458.04654316070673,456.4928908234755,0.005820999611156359,success
9.225236272740108,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.07100986553024,454.90888794409614,454.88441970268434,454.9068355086306,454.96233784987254,454.9113029596906,457.38443064014416,457.9826740603698,456.4996625211265,0.007249966110743006,success
11.189659295348969,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.01592543294356,455.0260074543207,454.85447330116074,455.01847409570723,454.9470347196101,454.93766733957443,457.4921579342613,458.0267141229338,456.53235282097944,0.008747514364002635,success
13.26947806918479,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.03048908232665,455.15235868154537,455.017858231134,454.90890815784974,454.936079784926,454.9376878927052,457.66036900649675,457.8346302252702,456.4786566156945,0.01031541312027841,success
15.453673784887423,salt_test_1,232.3,295.0,7.5,31.7,37.0,454.9730392581052,454.97382890523136,455.0217598144746,455.0086580032765,454.7749237481791,454.86355997187826,457.43793675300697,457.94969414895144,456.25745280179416,0.011942529344222632,success
17.7362082007679,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.07961866016706,454.98311924745497,454.8786044111647,454.841943363875,454.86720784636077,454.9366866129635,457.54022580739417,457.77005322046546,456.4404581658426,0.013621637620614871,success
20.110171416017078,salt_test_1,232.3,295.0,7.5,31.7,37.0,455.0117228679179,455.0861880236274,454.84516526086827,454.8417678497221,454.84953150131025,454.65904488006595,457.5471060739967,457.9213473687728,456.2738261144882,0.015345000360292769,success
